"","id","gender","age","province","smoked_cigarettes","age_first_time_cigarettes","freq_cigarettes_30_days","freq_little_cigars_30_days","freq_cigars_30_days","freq_tabacco_pipe_30_days","freq_chewing_tabacco_30_days","freq_tabacco_waterpipe_30_days","when_quit_smoking","num_try_stop_smoking","quit_smoking_by_vaping","vaped","age_first_time_vape","freq_vaped_30_days","main_reason_vaping","num_try_stop_vaping","harm_vaping","smoked_cannabis","age_first_time_cannabis","freq_cannabis_30_days","freq_cannabis_tobacco_mix_30_days","first_product","freq_alcohol_30_days","smoking_status"
"3843",53842,"Female","25-34","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","10-14","Not at all","Valid skip","Valid skip","At least once a week","Never smoked"
"3844",53843,"Male","20-24","Alberta","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","20-24","Not at all","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"3845",53844,"Female","65 and older","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"3846",53845,"Male","20-24","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","15-19","Not at all","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"3847",53846,"Female","45-54","Manitoba","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","Yes","35-39","Not at all","Valid skip","Valid skip","About the same as cigarettes","Yes","35-39","Not at all","Valid skip","Cigarette","Not at all","Former smoker"
"3848",53847,"Male","20-24","Alberta","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"3849",53848,"Male","35-44","Ontario","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","Yes","40-44","Not at all","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","10-14","Less than once a week, but at least once in the past month","Not at all","Cigarette","At least once a week","Former smoker"
"3850",53849,"Female","20-24","Nova Scotia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","Yes","15-19","Not at all","Valid skip","Valid skip","At least once a week","Never smoked"
"3851",53850,"Female","55-64","Quebec","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","15-19","Not at all","Valid skip","Cigarette","Daily","Former smoker"
"3852",53851,"Male","35-44","Ontario","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"3853",53852,"Male","65 and older","Ontario","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Former smoker"
"3854",53853,"Female","15-19","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"3855",53854,"Female","25-34","Ontario","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","Yes","20-24","Less than daily, but at least once in the past month","Enjoy it","1","Somewhat more harmful than cigarettes","Yes","10-14","Daily","Not at all","Cigarette","At least once a week","Former smoker"
"3856",53855,"Male","45-54","Ontario","Yes","20-24","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","Yes","50-54","Less than once a week, but at least once in the past month","Other","0","About the same as cigarettes","Yes","15-19","Daily","Not at all","Cannabis","Daily","Former smoker"
"3857",53856,"Female","20-24","New Brunswick","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"3858",53857,"Female","15-19","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","15-19","Not at all","Valid skip","Valid skip","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"3859",53858,"Male","65 and older","Quebec","Yes","0-9","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","Yes","55-59","Not at all","Valid skip","Valid skip","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Cigarette","At least once a week","Former smoker"
"3860",53859,"Male","65 and older","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"3861",53860,"Female","15-19","New Brunswick","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"3862",53861,"Male","15-19","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","10-14","Not at all","Valid skip","Valid skip","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"3863",53862,"Male","15-19","Quebec","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Less than once a week, but at least once in the past month","Valid skip","Valid skip","Valid skip","Yes","15-19","Daily","Curiosity","2 or 3","Somewhat less harmful than cigarettes","Yes","15-19","Less than daily, but at least once a week","Less than daily, but at least once a week","Cigarette","At least once a week","Never smoked"
"3864",53863,"Male","25-34","British Columbia","No","Valid skip","Valid skip",NA,"Less than once a week, but at least once in the past month","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","Yes","15-19","Not at all","Valid skip","Valid skip","At least once a week","Never smoked"
"3865",53864,"Female","45-54","Newfoundland and Labrador","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"3866",53865,"Male","45-54","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"3867",53866,"Male","65 and older","Ontario","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Former smoker"
"3868",53867,"Female","45-54","Ontario","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","Yes","45-49","Less than once a week, but at least once in the past month","Not at all","Cigarette","At least once a week","Former smoker"
"3869",53868,"Female","65 and older","Ontario","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Former smoker"
"3870",53869,"Female","15-19","Alberta","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"3871",53870,"Female","20-24","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much more harmful than cigarettes","Yes","15-19","Not at all","Valid skip","Valid skip","Not at all","Never smoked"
"3872",53871,"Male","65 and older","Quebec","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Former smoker"
"3873",53872,"Female","15-19","Alberta","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"3874",53873,"Female","45-54","Manitoba","Yes","10-14","Daily","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","0","Valid skip","Yes","45-49","Not at all","Valid skip","Valid skip","Much more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Cigarette","Not at all","Current smoker"
"3875",53874,"Male","45-54","Alberta","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"3876",53875,"Female","35-44","Quebec","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"3877",53876,"Male","65 and older","British Columbia","Yes","25-29","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"3878",53877,"Female","15-19","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"3879",53878,"Female","25-34","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","20-24","Not at all","Valid skip","Valid skip","About the same as cigarettes","Yes","20-24","Not at all","Valid skip","Cannabis","Less than once a week, but at least once in the past month","Never smoked"
"3880",53879,"Female","55-64","Nova Scotia","Yes","20-24","Daily","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","0","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Current smoker"
"3881",53880,"Male","15-19","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"3882",53881,"Male","65 and older","Saskatchewan","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"3883",53882,"Male","55-64","Alberta","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","15-19","Not at all","Valid skip","Valid skip","Daily","Never smoked"
"3884",53883,"Female","45-54","New Brunswick","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","15-19","Not at all","Valid skip","Cigarette","Not at all","Former smoker"
"3885",53884,"Female","15-19","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"3886",53885,"Male","65 and older","Quebec","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Former smoker"
"3887",53886,"Male","20-24","Nova Scotia","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","15-19","Not at all","Valid skip","Valid skip","Much less harmful than cigarettes","Yes","20-24","Less than daily, but at least once a week","Not at all","Cigarette","Less than once a week, but at least once in the past month","Never smoked"
"3888",53887,"Female","20-24","Saskatchewan","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"3889",53888,"Male","15-19","New Brunswick","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"3890",53889,"Male","35-44","New Brunswick","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","Yes","30-34","Daily","To reduce stress","2 or 3","Much less harmful than cigarettes","Yes","15-19","Less than once a week, but at least once in the past month","Not stated","Cigarette","Less than once a week, but at least once in the past month","Former smoker"
"3891",53890,"Male","55-64","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","Yes","15-19","Not at all","Valid skip","Valid skip","At least once a week","Never smoked"
"3892",53891,"Female","65 and older","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"3893",53892,"Male","55-64","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"3894",53893,"Male","55-64","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","Yes","15-19","Not at all","Valid skip","Valid skip","Not at all","Never smoked"
"3895",53894,"Female","15-19","Ontario","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","10-14","Not at all","Valid skip","Valid skip","Much more harmful than cigarettes","Yes","10-14","Not at all","Valid skip","Cannabis","Not at all","Never smoked"
"3896",53895,"Female","65 and older","Quebec","Yes","20-24","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Former smoker"
"3897",53896,"Female","25-34","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"3898",53897,"Male","25-34","Ontario","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","3 to 5 years ago","Valid skip","Valid skip","Yes","25-29","Daily","To quit smoking cigarettes","0","Much less harmful than cigarettes","Yes","15-19","Not at all","Valid skip","Cigarette","Less than once a week, but at least once in the past month","Former smoker"
"3899",53898,"Male","45-54","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"3900",53899,"Male","20-24","Alberta","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","15-19","Not at all","Valid skip","Valid skip","Much more harmful than cigarettes","Yes","15-19","Not at all","Valid skip","An e-cigarette or vaping device","Not at all","Never smoked"
"3901",53900,"Male","55-64","Ontario","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","3 to 5 years ago","Valid skip","Valid skip","Yes","50-54","Daily","To quit smoking cigarettes","0","Much less harmful than cigarettes","Yes","15-19","Not at all","Valid skip","Cigarette","At least once a week","Former smoker"
"3902",53901,"Male","55-64","Newfoundland and Labrador","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","1 to 2 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","Yes","15-19","Less than once a week, but at least once in the past month","Not at all","Cigarette","Less than once a week, but at least once in the past month","Former smoker"
"3903",53902,"Female","65 and older","Ontario","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","3 to 5 years ago","Valid skip","Valid skip","Yes","65 and over","Daily","To avoid returning to smoking cigarettes","0","Much less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Cigarette","Not at all","Former smoker"
"3904",53903,"Female","65 and older","Saskatchewan","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Former smoker"
"3905",53904,"Male","55-64","Quebec","Yes","15-19","Daily","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","0","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","Yes","15-19","Not at all","Valid skip","Cigarette","At least once a week","Current smoker"
"3906",53905,"Female","15-19","Alberta","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"3907",53906,"Male","65 and older","Newfoundland and Labrador","Yes","20-24","Not at all","Not stated","Not stated","Not stated","Not stated","Not stated","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Former smoker"
"3908",53907,"Female","65 and older","Alberta","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Don't know","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Former smoker"
"3909",53908,"Female","55-64","Quebec","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","10-14","Not at all","Valid skip","Cigarette","At least once a week","Former smoker"
"3910",53909,"Female","45-54","Newfoundland and Labrador","Yes","15-19","Daily","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","0","Valid skip","Yes","45-49","Less than daily, but at least once in the past month","Curiosity","0","Much more harmful than cigarettes","Yes","15-19","Not at all","Valid skip","Cigarette","Less than once a week, but at least once in the past month","Current smoker"
"3911",53910,"Male","15-19","Manitoba","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"3912",53911,"Female","20-24","Newfoundland and Labrador","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","15-19","Not at all","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"3913",53912,"Female","15-19","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not at all","Never smoked"
"3914",53913,"Female","15-19","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","10-14","Not at all","Valid skip","Valid skip","Somewhat more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"3915",53914,"Male","65 and older","Quebec","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","Yes","20-24","Not at all","Valid skip","Cigarette","At least once a week","Never smoked"
"3916",53915,"Female","15-19","New Brunswick","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","Yes","15-19","Not at all","Valid skip","Valid skip","Somewhat more harmful than cigarettes","Yes","15-19","Less than once a week, but at least once in the past month","Not at all","An e-cigarette or vaping device","At least once a week","Never smoked"
"3917",53916,"Female","55-64","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Not stated","Never smoked"
"3918",53917,"Male","45-54","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","Yes","25-29","Not at all","Valid skip","Valid skip","At least once a week","Never smoked"
"3919",53918,"Female","55-64","Ontario","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","Yes","40-44","Not at all","Valid skip","Cigarette","At least once a week","Former smoker"
"3920",53919,"Male","35-44","British Columbia","Yes","20-24","Daily","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","2 or 3","Yes","Yes","30-34","Daily","To cut down on smoking cigarettes","0","Don't know","No","Valid skip","Valid skip","Valid skip","Cigarette","Not at all","Current smoker"
"3921",53920,"Male","45-54","Ontario","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"3922",53921,"Male","55-64","Ontario","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","3 to 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much less harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Former smoker"
"3923",53922,"Female","65 and older","British Columbia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","25-29","Not at all","Valid skip","Valid skip","Not at all","Never smoked"
"3924",53923,"Male","35-44","Alberta","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat more harmful than cigarettes","No","Valid skip","Valid skip","Valid skip","Valid skip","At least once a week","Never smoked"
"3925",53924,"Male","55-64","Quebec","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","3 to 5 years ago","Valid skip","Valid skip","Yes","50-54","Not at all","Valid skip","Valid skip","Don't know","Yes","15-19","Daily","Not at all","Cigarette","Not at all","Former smoker"
"3926",53925,"Male","65 and older","Nova Scotia","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","Yes","25-29","Not at all","Valid skip","Cigarette","At least once a week","Former smoker"
"3927",53926,"Female","65 and older","Quebec","Yes","15-19","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","About the same as cigarettes","Yes","15-19","Not at all","Valid skip","Cigarette","Daily","Former smoker"
"3928",53927,"Female","25-34","Nova Scotia","No","Valid skip","Valid skip","Not at all","Not at all","Not at all","Not at all","Not at all","Valid skip","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Somewhat less harmful than cigarettes","Yes","20-24","Not at all","Valid skip","Valid skip","Less than once a week, but at least once in the past month","Never smoked"
"3929",53928,"Male","65 and older","Quebec","Yes","10-14","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","More than 5 years ago","Valid skip","Valid skip","No","Valid skip","Valid skip","Valid skip","Valid skip","Much less harmful than cigarettes","Yes","15-19","Not at all","Valid skip","Cigarette","Less than once a week, but at least once in the past month","Former smoker"
